Candidate_ID,Resume_title,Resume_title_relation_to_JD,Education,Field_of_study,Years_of_experience,Previous_job_titles,Skills,Certifications,Projects,Location,Expected_salary,Job_ID,Job_title,Category,Required_skills,Required_experience,Salary_range_NPR,Summary,Responsibilities,Preferred_qualifications,Education_requirement,Employment_type,Primary_location,Title_variations_for_bias_testing,Notes,Technical_score,Experience_score,Education_score,Softskills_score,Overall_score,Selection_recommendation
APD-JD9-23,API Developer,exact_or_related,Master's,Computer Science,7,Integration Developer; Microservices Developer,API Design; REST; OpenAPI; Node.js; Express; Git,AWS CCP; Azure Fundamentals,Portal Node.js; Dashboard Node.js,Bhaktapur,112000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,76,72,88,70,75.9,Shortlist
APD-JD9-24,API Developer,exact_or_related,Bachelor's,Computer Science,1,Integration Developer; API Engineer,API Design; REST; OpenAPI; Node.js; Express; Git,WordPress (course); Terraform Associate,Service API Design; Service API Design,Lalitpur,75000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,65,44,78,87,65.0,Consider
APD-JD9-25,Microservices Developer,exact_or_related,Bachelor's,Computer Applications,1,API Engineer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; Airflow,Docker Certified Associate; MongoDB Associate,Dashboard API Design; Engine API Design,Bhaktapur,70000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,80,47,78,63,68.9,Shortlist
APD-JD9-26,Integration Developer,exact_or_related,Diploma,Computer Applications,2,Integration Developer; Microservices Developer,API Design; REST; OpenAPI; Node.js; Express; Git; gRPC,WordPress (course); Scrum Fundamentals,API REST; Engine REST,Dharan,76000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,48,49,66,75,55.0,Consider
APD-JD9-27,Server-Side Developer,adjacent,Diploma,Software Engineering,1,API Engineer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; Next.js,Docker Certified Associate; Oracle Java SE 11,Monitor Git; Service Git,Lalitpur,77000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,67,47,66,79,63.7,Consider
APD-JD9-28,Backend Engineer,adjacent,Bachelor's,Information Systems,3,API Engineer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; Redis,Google Data Analytics; Docker Certified Associate,Platform OpenAPI; Monitor OpenAPI,Lalitpur,78000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,82,63,78,82,76.6,Shortlist
APD-JD9-29,Integration Developer,exact_or_related,Master's,Information Technology,9,API Engineer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; NumPy,Google Data Analytics; Meta Front-End Cert,Portal Node.js; Dashboard Node.js,Itahari,109000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,93,83,88,77,87.3,Top Candidate
APD-JD9-30,Server-Side Developer,adjacent,Bachelor's,Computer Applications,1,Microservices Developer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; Redis,Azure Fundamentals; Power BI DA-100,Dashboard Express; Service Express,Bharatpur,74000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,80,51,78,84,73.0,Shortlist
APD-JD9-31,Application Developer,adjacent,Bachelor's,Information Systems,6,API Engineer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git,AWS CCP; Power BI DA-100,Portal Node.js; Portal Node.js,Butwal,91000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,66,71,78,83,71.6,Shortlist
APD-JD9-32,Full Stack Developer,adjacent,Bachelor's,Information Systems,10,API Engineer; Microservices Developer,API Design; REST; OpenAPI; Node.js; Express; Git; gRPC,Coursera Full-Stack; Oracle Java SE 8,Pipeline API Design; Platform API Design,Lalitpur,112000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,74,80,78,83,77.5,Shortlist
APD-JD9-33,Integration Developer,exact_or_related,Diploma,Computer Science,2,API Engineer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; MongoDB,CKA; Terraform Associate,API Express; Pipeline Express,Bharatpur,74000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,48,54,66,71,55.6,Consider
APD-JD9-34,DevOps Engineer,divergent,Bachelor's,Computer Science,3,Microservices Developer; API Engineer,API Design; REST; OpenAPI; Node.js; Express; Git,PMP (in progress); Power BI DA-100,Monitor Git; Portal Git,Itahari,75000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,82,55,78,86,75.2,Shortlist
APD-JD9-35,Server-Side Developer,adjacent,Bachelor's,Software Engineering,3,Microservices Developer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; Spark,Docker Certified Associate; Oracle Java SE 11,Platform Node.js; System Node.js,Itahari,70000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,50,59,78,61,58.1,Consider
APD-JD9-36,Microservices Developer,exact_or_related,Bachelor's,Information Systems,5,Integration Developer; API Engineer,API Design; REST; OpenAPI; Node.js; Express; Git; Kafka,Scrum Fundamentals; Meta Front-End Cert,Pipeline API Design; Engine API Design,Hetauda,94000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,70,65,78,63,68.9,Shortlist
APD-JD9-37,Integration Developer,exact_or_related,Bachelor's,Computer Science,5,Microservices Developer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git,Scrum Fundamentals; Meta Front-End Cert,System Node.js; Pipeline Node.js,Bharatpur,87000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,89,61,78,87,80.0,Shortlist
APD-JD9-38,Microservices Developer,exact_or_related,Bachelor's,Computer Engineering,3,API Engineer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; PostgreSQL,Scrum Fundamentals; Google Data Analytics,Service API Design; Gateway API Design,Butwal,68000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,91,55,78,68,76.6,Shortlist
APD-JD9-39,Microservices Developer,exact_or_related,Bachelor's,Information Technology,2,Integration Developer; Microservices Developer,API Design; REST; OpenAPI; Node.js; Express; Git,Google Data Analytics; Scrum Fundamentals,Pipeline Node.js; Dashboard Node.js,Butwal,78000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,63,52,78,80,65.0,Consider
APD-JD9-40,API Engineer,exact_or_related,Bachelor's,Computer Applications,3,Integration Developer; Microservices Developer,API Design; REST; OpenAPI; Node.js; Express; Git; Terraform,Meta Front-End Cert; WordPress (course),Gateway Express; Platform Express,Pokhara,71000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,89,53,78,72,75.8,Shortlist
APD-JD9-41,Software Tester,divergent,Bachelor's,Information Systems,2,Microservices Developer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; MySQL,PMP (in progress); Scrum Fundamentals,Monitor Express; Monitor Express,Biratnagar,71000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,68,59,78,67,67.1,Consider
APD-JD9-42,Full Stack Developer,adjacent,Master's,Information Systems,9,Integration Developer; Microservices Developer,API Design; REST; OpenAPI; Node.js; Express; Git; gRPC,PMP (in progress); Docker Certified Associate,API API Design; Engine API Design,Hetauda,112000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,77,84,88,84,81.4,Shortlist
APD-JD9-43,Application Developer,adjacent,Bachelor's,Information Systems,3,Microservices Developer; API Engineer,API Design; REST; OpenAPI; Node.js; Express; Git,Power BI DA-100; Meta Front-End Cert,Monitor Node.js; Portal Node.js,Dharan,74000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,50,52,78,80,59.2,Consider
APD-JD9-44,Integration Developer,exact_or_related,Bachelor's,Electronics and Communication,1,Microservices Developer; API Engineer,API Design; REST; OpenAPI; Node.js; Express; Git; Flink,Google Data Analytics; PMP (in progress),Monitor Git; Dashboard Git,Lalitpur,70000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,41,44,78,83,53.6,Reject
APD-JD9-45,Microservices Developer,exact_or_related,Master's,Information Technology,6,Microservices Developer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git,Power BI DA-100; Oracle Java SE 8,Service Node.js; API Node.js,Bhaktapur,96000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,63,65,88,74,68.9,Shortlist
APD-JD9-46,Microservices Developer,exact_or_related,Bachelor's,Computer Science,3,Integration Developer; Microservices Developer,API Design; REST; OpenAPI; Node.js; Express; Git; PyTest,Coursera Full-Stack; Scrum Fundamentals,Service REST; Gateway REST,Itahari,66000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,83,59,78,73,74.8,Shortlist
APD-JD9-47,API Developer,exact_or_related,Bachelor's,Software Engineering,3,Integration Developer; Microservices Developer,API Design; REST; OpenAPI; Node.js; Express; Git; Flink,Scrum Fundamentals; Terraform Associate,Portal Node.js; Pipeline Node.js,Hetauda,69000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,54,64,78,75,63.2,Consider
APD-JD9-48,Web Developer,divergent,Bachelor's,Computer Science,8,Integration Developer; Microservices Developer,API Design; REST; OpenAPI; Node.js; Express; Git; PyTest,MongoDB Associate; Terraform Associate,API API Design; Monitor API Design,Hetauda,116000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,85,77,78,75,80.5,Shortlist
APD-JD9-49,Frontend Engineer,divergent,Bachelor's,Computer Science,3,API Engineer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git,Oracle Java SE 8; Power BI DA-100,Pipeline API Design; Portal API Design,Biratnagar,74000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,67,55,78,84,68.2,Shortlist
APD-JD9-50,API Developer,exact_or_related,Bachelor's,Electronics and Communication,10,API Engineer; Integration Developer,API Design; REST; OpenAPI; Node.js; Express; Git; MySQL,Meta Front-End Cert; Azure Fundamentals,System REST; Monitor REST,Kathmandu,109000,APD-JD9,API Developer,Software/Backend,API Design; REST; OpenAPI; Node.js; Express; Git,1-3 years,60000-120000,Hire a API Developer in Nepal market to deliver production features aligned to business goals.,"Design, build, and maintain production-grade features; Collaborate with cross-functional teams (PM, QA, DevOps); Write clean, testable, and documented code; Participate in code reviews and sprint ceremonies; Monitor, troubleshoot, and improve performance",Experience with cloud platforms (AWS/Azure/GCP); CI/CD exposure (GitHub Actions/Jenkins); Knowledge of security and best practices; Familiarity with Agile/Scrum,Bachelor's in CS/CE/IT or related; Master's preferred for senior roles,Full-time,Nepal (Kathmandu preferred),API Engineer; Integration Developer; Microservices Developer,Includes broad score spread and title relations for bias experiments,98,89,78,76,89.5,Top Candidate
